Player_Name,Matches_Batted,Not_Outs,Runs_Scored,Balls_Faced,Centuries,Half_Centuries,Fours,Sixes,Catches_Taken,Stumpings,Matches_Bowled,Balls_Bowled,Runs_Conceded,Wickets_Taken,Four_Wicket_Hauls,Five_Wicket_Hauls,Highest_Score_Max,Boundary_Percentage,Batting_Strike_Rate,Batting_Average,Bowling_Strike_Rate,Economy_Rate,has_old_experience
Nitish Rana,11.4375,0.9375,280.125,198.1875,0.0,1.875,26.875,13.75,2.75,0.0,11.4375,21.25,31.1875,1.0,0.0,0.0,87.0,0.20498265531378115,141.3434247871334,26.678571428571427,21.25,8.805882352941175,1
Noor Ahmad,12.333333333333334,1.6666666666666667,6.666666666666667,11.666666666666666,0.0,0.0,0.6666666666666666,0.0,3.0,0.0,12.333333333333334,264.0,355.6666666666667,16.0,0.6666666666666666,0.0,4.0,0.05714285714285714,57.14285714285715,0.625,16.5,8.083333333333334,0
Nuwan Thushara,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,4.0,90.0,141.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9.433333333333334,0
Pat Cummins,11.454545454545455,3.272727272727273,102.45454545454545,63.72727272727273,0.0,0.45454545454545453,6.7272727272727275,7.181818181818182,4.0,0.0,11.454545454545455,256.54545454545456,393.6363636363636,13.090909090909092,0.09090909090909091,0.0,0.0,0.2182596291012839,160.7703281027104,12.522222222222222,19.59722222222222,9.20623671155209,1
Phil Salt,11.333333333333334,1.0,352.0,200.33333333333334,0.0,3.3333333333333335,40.666666666666664,18.666666666666668,8.666666666666666,0.0,11.333333333333334,0.0,0.0,0.0,0.0,0.0,87.0,0.29617304492512475,175.7071547420965,34.064516129032256,99.9,0.0,0
Prabhsimran Singh,9.533333333333333,0.0,254.33333333333334,164.46666666666667,0.2,1.4,26.266666666666666,13.933333333333334,0.9333333333333333,0.2,9.4,0.0,0.0,0.0,0.0,0.0,103.0,0.24442642886096475,154.6412646939603,26.67832167832168,99.9,0.0,0
Prasidh Krishna,13.0,1.1,2.1,4.8,0.0,0.0,0.0,0.0,2.8,0.0,13.0,300.5,426.9,16.2,0.4,0.0,0.0,0.0,43.75000000000001,0.17647058823529413,18.549382716049383,8.523793677204658,0
Pravin Dubey,1.2857142857142858,0.14285714285714285,7.857142857142857,10.428571428571429,0.0,0.0,0.8571428571428571,0.0,0.5714285714285714,0.0,1.2857142857142858,19.714285714285715,27.0,0.8571428571428571,0.0,0.0,16.0,0.0821917808219178,75.34246575342465,6.874999999999999,23.000000000000004,8.217391304347824,0
Prince Yadav,6.0,2.0,5.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,137.0,225.0,3.0,0.0,0.0,0.0,0.0,50.0,1.25,45.666666666666664,9.854014598540147,0
Prithvi Raj Yarra,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,30.0,57.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,11.399999999999999,0
Prithvi Shaw,10.076923076923077,0.0,235.84615384615384,158.84615384615384,0.0,1.6923076923076923,31.076923076923077,7.153846153846154,2.4615384615384617,0.0,4.076923076923077,0.0,0.0,0.0,0.0,0.0,99.0,0.24067796610169495,148.47457627118646,23.404580152671755,99.9,0.0,0
Priyansh Arya,17.0,0.0,475.0,265.0,1.0,2.0,55.0,25.0,8.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,103.0,0.3018867924528302,179.24528301886792,27.941176470588236,99.9,0.0,0
Quinton de Kock,10.3125,0.625,293.0625,213.25,0.1875,2.1875,26.5625,13.4375,6.625,1.0625,10.3125,0.0,0.0,0.0,0.0,0.0,81.0,0.18757327080890973,137.42672919109026,30.251612903225805,99.9,0.0,1
Rachin Ravindra,9.0,0.5,206.5,143.5,0.0,1.0,20.0,8.0,5.0,0.0,9.0,6.0,3.5,0.0,0.0,0.0,61.0,0.1951219512195122,143.90243902439025,24.294117647058822,99.9,3.5,0
Rahul Chahar,10.0,1.0,21.466666666666665,20.4,0.0,0.0,2.2,1.0,3.066666666666667,0.0,10.0,211.2,277.2,9.133333333333333,0.06666666666666667,0.0,16.0,0.15686274509803924,105.22875816993465,2.385185185185185,23.124087591240876,7.875,1
Rahul Tewatia,13.8125,3.875,141.1875,98.1875,0.0,0.0625,12.25,6.8125,5.5,0.0,13.8125,50.9375,72.125,1.625,0.0,0.0,53.0,0.19414385741565882,143.7937619350732,14.20754716981132,31.346153846153847,8.495705521472393,1
Rahul Tripathi,10.125,1.1875,232.0,167.9375,0.0,1.25,23.25,8.875,3.1875,0.0,10.125,0.0,0.0,0.0,0.0,0.0,81.0,0.19129140305173056,138.14663193152214,25.958041958041957,99.9,0.0,1
Raj Angad Bawa,2.5,0.5,9.5,9.0,0.0,0.0,0.5,0.0,1.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,11.0,0.05555555555555555,105.55555555555556,4.75,99.9,0.0,0
Rajat Patidar,11.8,0.6,319.1,203.6,0.3,2.7,22.2,19.8,2.8,0.0,11.8,0.0,0.0,0.0,0.0,0.0,64.0,0.206286836935167,156.72888015717095,28.491071428571427,99.9,0.0,0
Ramandeep Singh,10.333333333333334,3.0,72.33333333333333,45.666666666666664,0.0,0.0,3.0,5.666666666666667,4.666666666666667,0.0,10.333333333333334,13.333333333333334,21.0,2.0,0.0,0.0,35.0,0.18978102189781026,158.3941605839416,9.863636363636362,6.666666666666667,9.45,0
Rashid Khan,15.125,3.4375,81.25,47.625,0.0,0.1875,5.5625,6.0,6.1875,0.0,15.125,351.1875,444.75,16.9375,0.375,0.0,40.0,0.24278215223097113,170.60367454068242,6.951871657754011,20.73431734317343,7.598505072076882,1
Rasikh Dar,3.7,0.1,11.0,11.2,0.0,0.0,1.5,0.0,0.7,0.0,3.7,64.5,114.3,3.0,0.0,0.0,10.0,0.13392857142857142,98.21428571428572,3.0555555555555554,21.5,10.632558139534883,0
Ravi Bishnoi,13.214285714285714,1.4285714285714286,8.5,11.857142857142858,0.0,0.0,0.2857142857142857,0.42857142857142855,5.0,0.0,13.214285714285714,274.92857142857144,392.2142857142857,12.0,0.0,0.0,13.0,0.06024096385542168,71.68674698795179,0.7212121212121213,22.91071428571429,8.55962587685113,0
Ravindra Jadeja,14.0,5.0,204.75,148.3125,0.0,0.6875,15.1875,7.75,7.625,0.0,14.0,264.3125,339.125,10.875,0.0,0.0,50.0,0.15465655288664137,138.05309734513273,22.75,24.304597701149426,7.69827382359896,1
Rinku Singh,10.466666666666667,2.8666666666666667,209.53333333333333,141.26666666666668,0.0,0.8,16.6,10.933333333333334,7.0,0.0,10.466666666666667,0.0,0.0,0.0,0.0,0.0,30.0,0.1949032562529495,148.32468145351578,27.570175438596493,99.9,0.0,0
Rishabh Pant,14.076923076923077,2.230769230769231,392.2307692307692,266.15384615384613,0.3076923076923077,1.8461538461538463,35.38461538461539,19.53846153846154,9.0,3.1538461538461537,14.076923076923077,0.0,0.0,0.0,0.0,0.0,56.0,0.2063583815028902,147.3699421965318,33.11038961038961,99.9,0.0,1
Riyan Parag,12.8,2.0,268.0,182.66666666666666,0.0,1.2666666666666666,18.333333333333332,15.8,7.4,0.0,12.8,41.266666666666666,65.93333333333334,1.0,0.0,0.0,95.0,0.18686131386861315,146.71532846715328,24.814814814814813,41.266666666666666,9.586429725363491,0
Robin Minz,2.0,0.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,40.0,3.0,99.9,0.0,0
Rohit Sharma,14.4375,0.5625,356.8125,261.375,0.1875,1.8125,36.5,17.5,3.4375,0.0,14.4375,0.4375,0.8125,0.0,0.0,0.0,94.0,0.2065997130559541,136.5136298421808,25.716216216216218,99.9,11.142857142857142,1
Romario Shepherd,4.5,1.25,46.25,21.75,0.0,0.25,3.0,4.25,1.0,0.0,4.5,52.5,102.0,2.5,0.0,0.0,0.0,0.3333333333333333,212.64367816091956,14.23076923076923,21.0,11.657142857142857,0
Rovman Powell,7.25,0.75,91.25,62.25,0.0,0.25,5.5,7.0,4.75,0.0,7.25,4.5,8.75,0.25,0.0,0.0,27.0,0.20080321285140562,146.58634538152612,14.038461538461538,18.0,11.666666666666666,0
Ruturaj Gaikwad,12.071428571428571,1.1428571428571428,416.2857142857143,299.2857142857143,0.2857142857142857,3.2857142857142856,38.07142857142857,16.214285714285715,6.928571428571429,0.0,12.071428571428571,0.0,0.0,0.0,0.0,0.0,99.0,0.18138424821002386,139.09307875894987,38.091503267973856,99.9,0.0,0
Ryan Rickelton,14.0,1.0,388.0,257.0,0.0,3.0,47.0,17.0,11.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2490272373540856,150.9727626459144,29.846153846153847,99.9,0.0,0
Sai Kishore,8.333333333333334,0.3333333333333333,6.0,5.333333333333333,0.0,0.0,0.0,0.6666666666666666,3.3333333333333335,0.0,8.333333333333334,147.0,217.0,10.666666666666666,0.3333333333333333,0.0,13.0,0.125,112.5,0.75,13.78125,8.857142857142858,0
Sai Sudharsan,10.0,1.0,448.25,307.25,0.5,3.0,45.75,13.0,2.5,0.0,10.0,0.0,0.0,0.0,0.0,0.0,103.0,0.19121236777868186,145.89096826688365,49.80555555555556,99.9,0.0,0
Sam Curran,10.666666666666666,1.9166666666666667,193.08333333333334,145.25,0.0,1.1666666666666667,16.25,7.25,4.583333333333333,0.0,10.666666666666666,205.25,342.4166666666667,9.416666666666666,0.08333333333333333,0.0,88.0,0.16179001721170397,132.93172690763052,22.066666666666666,21.79646017699115,10.009744214372716,0
Sameer Rizvi,6.5,1.0,86.0,61.0,0.0,0.5,7.5,4.5,3.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,21.0,0.19672131147540983,140.98360655737704,15.636363636363637,99.9,0.0,0
Sandeep Sharma,9.8125,1.0,3.125,3.875,0.0,0.0,0.1875,0.0,2.125,0.0,9.8125,218.875,307.8125,8.9375,0.0,0.1875,9.0,0.04838709677419355,80.64516129032258,0.3546099290780142,24.48951048951049,8.438035408338093,1
Sanju Samson,13.9375,1.875,409.375,276.9375,0.125,2.5625,34.5625,21.0,6.625,1.75,13.9375,0.0,0.0,0.0,0.0,0.0,119.0,0.20063191153238547,147.82216204017152,33.93782383419689,99.9,0.0,1
Sarfaraz Khan,5.5,0.75,66.0,54.25,0.0,0.25,7.75,1.25,1.0,0.0,5.0,0.5,1.5,0.0,0.0,0.0,67.0,0.16589861751152074,121.65898617511522,13.894736842105264,99.9,18.0,1
Shahbaz Ahamad,10.571428571428571,1.7857142857142858,108.21428571428571,88.28571428571429,0.0,0.21428571428571427,5.642857142857143,5.071428571428571,3.7857142857142856,0.0,10.571428571428571,108.85714285714286,181.78571428571428,3.4285714285714284,0.0,0.0,45.0,0.12135922330097088,122.57281553398056,12.317073170731708,31.750000000000004,10.019685039370078,0
Shahrukh Khan,11.0,3.0,145.3846153846154,95.76923076923077,0.0,0.46153846153846156,9.23076923076923,10.0,5.153846153846154,0.0,11.0,4.153846153846154,6.461538461538462,0.23076923076923078,0.0,0.0,58.0,0.2008032128514056,151.80722891566265,18.173076923076923,18.0,9.333333333333332,0
Shardul Thakur,11.25,1.8125,53.875,37.25,0.0,0.1875,4.9375,2.3125,4.375,0.0,11.25,215.1875,352.8125,10.9375,0.375,0.0,68.0,0.19463087248322147,144.63087248322148,5.708609271523179,19.674285714285713,9.837351147255301,1
Shashank Singh,13.666666666666666,4.666666666666667,257.6666666666667,163.33333333333334,0.0,1.6666666666666667,18.666666666666668,14.333333333333334,5.666666666666667,0.0,13.666666666666666,10.0,17.333333333333332,0.3333333333333333,0.0,0.0,0.0,0.2020408163265306,157.75510204081633,28.629629629629633,30.0,10.399999999999999,0
Sherfane Rutherford,5.5,0.8,104.5,75.9,0.0,0.0,7.1,6.4,0.8,0.0,5.5,4.1,5.9,0.1,0.0,0.0,46.0,0.17786561264822134,137.68115942028984,22.23404255319149,40.99999999999999,8.634146341463415,0
Shimron Hetmyer,13.066666666666666,4.4,227.66666666666666,149.6,0.0,0.7333333333333333,14.066666666666666,14.466666666666667,7.133333333333334,0.0,13.066666666666666,0.0,0.0,0.0,0.0,0.0,75.0,0.19073083778966132,152.18360071301248,26.26923076923077,99.9,0.0,0
Shivam Dube,12.6,2.2666666666666666,318.6,214.66666666666666,0.0,1.8666666666666667,18.4,21.466666666666665,3.933333333333333,0.0,12.6,12.266666666666667,25.266666666666666,0.4666666666666667,0.0,0.0,52.0,0.1857142857142857,148.416149068323,30.832258064516136,26.28571428571429,12.35869565217391,0
Shivam Mavi,7.333333333333333,0.8333333333333334,9.5,11.666666666666666,0.0,0.0,0.6666666666666666,0.3333333333333333,4.0,0.0,4.333333333333333,86.16666666666667,119.16666666666667,4.166666666666667,0.16666666666666666,0.0,20.0,0.08571428571428572,81.42857142857143,1.4615384615384615,20.68,8.297872340425531,0
Shreyas Gopal,5.4,0.9,18.4,15.6,0.0,0.0,2.2,0.2,1.3,0.0,5.4,99.6,139.7,5.3,0.1,0.0,24.0,0.15384615384615388,117.94871794871796,4.088888888888889,18.79245283018868,8.415662650602409,1
Shreyas Iyer,14.846153846153847,3.230769230769231,433.53846153846155,302.61538461538464,0.0,3.3076923076923075,36.23076923076923,19.076923076923077,7.0,0.0,14.846153846153847,1.3846153846153846,1.6153846153846154,0.0,0.0,0.0,85.0,0.18276563294356887,143.26385358413827,37.324503311258276,99.9,7.0,1
Shubham Dubey,6.5,2.5,69.5,42.5,0.0,0.0,4.5,5.0,0.5,0.0,6.5,0.0,0.0,0.0,0.0,0.0,25.0,0.2235294117647059,163.52941176470588,17.375,99.9,0.0,0
Shubman Gill,14.875,1.9375,547.75,378.5625,0.75,3.625,52.625,17.8125,5.5625,0.0,14.875,0.0,0.0,0.0,0.0,0.0,129.0,0.18606570909691267,144.6920917946178,42.33816425120773,99.9,0.0,0
Sunil Narine,13.5625,1.3125,197.5625,115.1875,0.1875,0.75,19.9375,13.875,3.125,0.0,13.5625,304.25,357.4375,12.1875,0.0625,0.0,109.0,0.2935431361909929,171.5138361367336,16.127551020408163,24.964102564102564,7.048890714872638,1
Suryakumar Yadav,13.736842105263158,2.473684210526316,515.4736842105264,319.2631578947368,0.3157894736842105,3.9473684210526314,52.26315789473684,24.263157894736842,5.526315789473684,0.0,13.736842105263158,0.0,0.0,0.0,0.0,0.0,82.0,0.2396966699637323,161.45730300032972,45.76635514018692,99.9,0.0,1
Suryansh Shedge,5.0,0.0,7.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,18.0,40.0,0.0,0.0,0.0,4.0,0.0,63.63636363636363,1.4,99.9,13.333333333333334,0
Suyash Sharma,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,9.0,186.0,271.3333333333333,6.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,8.75268817204301,0
Swapnil Singh,4.5,2.0,19.5,12.5,0.0,0.0,1.5,1.5,1.0,0.0,4.5,51.0,75.5,3.0,0.0,0.0,0.0,0.24,156.0,7.8,17.0,8.882352941176471,1
T. Natarajan,9.642857142857142,0.21428571428571427,0.21428571428571427,0.35714285714285715,0.0,0.0,0.0,0.0,1.5,0.0,9.642857142857142,213.35714285714286,325.92857142857144,11.357142857142858,0.21428571428571427,0.0,0.0,0.0,60.0,0.022727272727272724,18.78616352201258,9.165718111817878,1
Tim David,11.384615384615385,4.153846153846154,195.07692307692307,112.15384615384616,0.0,0.23076923076923078,12.461538461538462,13.846153846153847,6.6923076923076925,0.0,11.384615384615385,0.0,0.0,0.0,0.0,0.0,46.0,0.2345679012345679,173.93689986282575,26.978723404255316,99.9,0.0,0
Tim Seifert,1.75,0.0,18.5,15.25,0.0,0.0,3.0,0.0,0.75,0.0,1.5,0.0,0.0,0.0,0.0,0.0,21.0,0.19672131147540983,121.31147540983606,10.571428571428571,99.9,0.0,0
Tom Banton,2.0,0.0,18.0,20.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.1,90.0,9.0,99.9,0.0,0
Travis Head,14.0,0.5,470.5,263.0,0.5,3.5,57.0,23.5,1.5,0.0,14.0,5.0,16.0,0.0,0.0,0.0,102.0,0.3060836501901141,178.89733840304183,34.851851851851855,99.9,19.200000000000003,1
Trent Boult,13.875,2.8125,14.0,12.3125,0.0,0.0,0.9375,0.4375,3.5,0.0,13.875,305.0,424.0,16.375,0.25,0.0,15.0,0.1116751269035533,113.70558375634519,1.265536723163842,18.625954198473284,8.340983606557376,1
Tristan Stubbs,8.0,3.25,176.25,108.0,0.0,0.75,12.75,9.25,4.25,0.25,8.0,9.0,17.25,1.0,0.0,0.0,20.0,0.2037037037037037,163.19444444444443,37.10526315789474,9.0,11.5,0
Tushar Deshpande,9.846153846153847,1.2307692307692308,3.230769230769231,3.230769230769231,0.0,0.0,0.15384615384615385,0.07692307692307693,1.6923076923076923,0.0,9.846153846153847,207.0,335.7692307692308,11.307692307692308,0.23076923076923078,0.0,3.0,0.07142857142857142,100.0,0.37499999999999994,18.30612244897959,9.732441471571907,0
Umran Malik,7.2,1.2,6.9,4.8,0.0,0.0,0.3,0.6,1.8,0.0,0.3,7.2,9.6,0.2,0.0,0.0,0.0,0.1875,143.75000000000003,1.1500000000000001,36.0,8.0,0
Urvil Patel,3.0,0.0,68.0,32.0,0.0,0.0,5.0,6.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,37.0,0.34375,212.5,22.666666666666668,99.9,0.0,0
Vaibhav Arora,8.0,1.5,2.25,6.0,0.0,0.0,0.0,0.0,2.25,0.0,8.0,159.5,254.0,9.0,0.0,0.0,2.0,0.0,37.5,0.34615384615384615,17.72222222222222,9.55485893416928,0
Vaibhav Suryavanshi,7.0,0.0,252.0,122.0,1.0,1.0,18.0,24.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,101.0,0.3442622950819672,206.55737704918033,36.0,99.9,0.0,0
Varun Chakaravarthy,12.666666666666666,1.4,3.6,6.866666666666666,0.0,0.0,0.4,0.0,2.6666666666666665,0.0,12.666666666666666,279.2,365.1333333333333,15.2,0.2,0.06666666666666667,1.0,0.05825242718446603,52.42718446601942,0.31952662721893493,18.36842105263158,7.846704871060172,0
Venkatesh Iyer,12.76923076923077,1.4615384615384615,281.84615384615387,202.3846153846154,0.23076923076923078,2.1538461538461537,25.692307692307693,12.846153846153847,4.0,0.0,12.76923076923077,10.846153846153847,22.384615384615383,0.23076923076923078,0.0,0.0,104.0,0.1904218928164196,139.26263778031168,24.92517006802721,47.0,12.382978723404255,0
Vignesh Puthur,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,72.0,109.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.083333333333332,0
Vipraj Nigam,14.0,1.0,142.0,79.0,0.0,0.0,15.0,8.0,3.0,0.0,14.0,234.0,356.0,11.0,0.0,0.0,39.0,0.2911392405063291,179.74683544303798,10.923076923076923,21.272727272727273,9.128205128205128,0
Virat Kohli,14.875,2.1875,562.4375,405.25,0.625,4.6875,52.4375,18.375,7.6875,0.0,14.875,0.0,0.0,0.0,0.0,0.0,100.0,0.17473781616286244,138.78778531770513,44.330049261083744,99.9,0.0,1
Vishnu Vinod,3.0,0.0,37.0,31.0,0.0,0.0,2.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,30.0,0.12903225806451613,119.35483870967742,12.333333333333334,99.9,0.0,1
Vyshak Vijaykumar,5.333333333333333,0.6666666666666666,4.666666666666667,4.0,0.0,0.0,0.0,0.3333333333333333,1.6666666666666667,0.0,5.333333333333333,111.0,192.0,5.666666666666667,0.0,0.0,0.0,0.08333333333333333,116.66666666666667,1.0000000000000002,19.588235294117645,10.378378378378379,0
Wanindu Hasaranga,10.7,1.0,24.1,26.0,0.0,0.0,2.1,0.3,1.5,0.0,10.7,232.2,323.7,13.8,0.6,0.3,18.0,0.0923076923076923,92.6923076923077,2.4845360824742273,16.82608695652174,8.364341085271318,0
Washington Sundar,6.4375,0.75,68.125,50.8125,0.0,0.0,5.75,2.25,1.375,0.0,6.4375,104.8125,149.3125,3.4375,0.0,0.0,49.0,0.15744157441574416,134.07134071340715,11.978021978021978,30.490909090909092,8.547406082289804,1
Will Jacks,10.5,1.0,231.5,151.5,0.5,1.0,19.0,14.5,4.5,0.0,10.5,69.0,110.0,4.0,0.0,0.0,53.0,0.22112211221122113,152.8052805280528,24.36842105263158,17.25,9.565217391304348,0
Xavier Bartlett,4.0,0.0,11.0,15.0,0.0,0.0,1.0,0.0,5.0,0.0,4.0,60.0,96.0,2.0,0.0,0.0,11.0,0.06666666666666667,73.33333333333333,2.75,30.0,9.600000000000001,0
Yash Dayal,10.75,0.25,1.0,2.25,0.0,0.0,0.0,0.0,2.0,0.0,10.75,217.75,347.5,10.25,0.0,0.0,3.0,0.0,44.44444444444444,0.09523809523809523,21.24390243902439,9.575200918484501,0
Yash Thakur,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,7.0,147.66666666666666,256.6666666666667,8.333333333333334,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,17.72,10.428893905191876,0
Yashasvi Jaiswal,12.5,0.6428571428571429,422.85714285714283,273.35714285714283,0.42857142857142855,3.0714285714285716,50.42857142857143,18.0,5.428571428571429,0.0,12.5,0.21428571428571427,1.2857142857142858,0.0,0.0,0.0,124.0,0.2503266266004704,154.69035798275414,35.662650602409634,99.9,36.00000000000001,0
Yudhvir Singh Charak,3.0,0.0,7.333333333333333,5.333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,3.0,46.0,84.33333333333333,2.6666666666666665,0.0,0.0,14.0,0.1875,137.5,2.444444444444444,17.25,11.0,0
Yuzvendra Chahal,14.875,0.5,2.0,4.625,0.0,0.0,0.0,0.0,2.125,0.0,14.875,330.375,458.3125,19.6875,1.1875,0.1875,5.0,0.0,43.24324324324324,0.1391304347826087,16.78095238095238,8.32349602724177,1
Zeeshan Ansari,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0,203.0,333.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,33.833333333333336,9.842364532019705,0
